"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,0.678571428571429,0.846153846153846,0.846153846153846,0.857142857142857,0.894736842105263,0.6875,0.583333333333333,0.32258064516129,0.315789473684211
"2",0.896551724137931,0.916666666666667,1,0.931034482758621,0.814814814814815,0.909090909090909,0.541666666666667,0.5,0.55,0.363636363636364
"3",0.9,0.645161290322581,0.78125,0.766666666666667,0.76,0.870967741935484,0.518518518518518,0.789473684210526,0.666666666666667,0.580645161290323
"4",0.833333333333333,0.846153846153846,0.692307692307692,0.789473684210526,0.869565217391304,0.653846153846154,0.875,0.592592592592593,0.56,0.2
"5",0.96551724137931,1,0.966666666666667,0.857142857142857,0.878787878787879,0.833333333333333,0.380952380952381,0.791666666666667,0.7,0.736842105263158
"6",1,0.923076923076923,0.935483870967742,0.791666666666667,0.730769230769231,0.833333333333333,0.814814814814815,0.782608695652174,0.769230769230769,0.458333333333333
"7",1,1,0.84,0.962962962962963,0.903225806451613,0.814814814814815,0.75,0.45,0.365853658536585,0.384615384615385
"8",1,0.952380952380952,0.869565217391304,0.846153846153846,0.758620689655172,0.916666666666667,0.739130434782609,0.703703703703704,0.5,0.55
"9",1,1,0.9,0.857142857142857,0.91304347826087,0.72,0.576923076923077,0.774193548387097,0.425,0.5
"10",1,1,0.862068965517241,0.866666666666667,0.884615384615385,0.785714285714286,0.625,0.8,0.636363636363636,0.260869565217391
"11",0.935483870967742,1,1,1,0.909090909090909,0.857142857142857,0.869565217391304,0.9,0.533333333333333,0.375
"12",0.925925925925926,0.869565217391304,1,1,0.894736842105263,0.958333333333333,0.739130434782609,0.7,0.565217391304348,0.454545454545455
"13",1,0.692307692307692,0.666666666666667,0.92,0.84,0.9,0.833333333333333,0.571428571428571,0.5,0.392857142857143
"14",1,1,0.954545454545455,0.866666666666667,0.757575757575758,1,0.838709677419355,0.394736842105263,0.764705882352941,0.588235294117647
"15",0.958333333333333,0.814814814814815,0.916666666666667,0.96551724137931,0.952380952380952,0.653846153846154,0.769230769230769,0.72,0.454545454545455,0.466666666666667
"16",1,0.925925925925926,1,0.92,0.863636363636364,0.458333333333333,0.740740740740741,0.730769230769231,0.413793103448276,0.409090909090909
"17",0.966666666666667,1,1,0.764705882352941,0.894736842105263,0.933333333333333,0.8,0.846153846153846,0.297297297297297,0.476190476190476
"18",0.909090909090909,1,0.939393939393939,0.791666666666667,0.96,0.896551724137931,0.923076923076923,0.95,0.6,0.269230769230769
"19",1,0.904761904761905,0.909090909090909,0.59375,0.88,0.793103448275862,0.903225806451613,0.958333333333333,0.631578947368421,0.3125
"20",0.96551724137931,0.882352941176471,0.964285714285714,0.846153846153846,0.791666666666667,0.821428571428571,0.636363636363636,0.68,0.289473684210526,0.323529411764706
"21",1,1,1,1,0.878787878787879,0.92,0.666666666666667,0.419354838709677,0.789473684210526,0.65
"22",0.892857142857143,1,0.88,0.962962962962963,0.84,0.962962962962963,0.545454545454545,0.413793103448276,0.470588235294118,0.444444444444444
"23",0.857142857142857,1,0.947368421052632,0.863636363636364,0.933333333333333,0.789473684210526,0.875,0.947368421052632,0.666666666666667,0.352941176470588
"24",0.967741935483871,0.666666666666667,1,0.76,0.8,1,0.782608695652174,0.7,0.481481481481481,0.315789473684211
"25",1,0.972222222222222,0.892857142857143,0.866666666666667,0.870967741935484,0.88,0.85,0.892857142857143,0.5,0.310344827586207
"26",0.971428571428571,1,0.964285714285714,0.931034482758621,0.8125,0.884615384615385,0.8,0.571428571428571,0.5,0.222222222222222
"27",1,1,0.846153846153846,0.833333333333333,0.6875,0.846153846153846,0.933333333333333,0.777777777777778,0.791666666666667,0.35
