"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.852941176470588,0.678571428571429,0.758620689655172,0.647058823529412,0.9,0.772727272727273,0.536585365853659,0.411764705882353,0.32258064516129,0.222222222222222
"2",0.702702702702703,0.785714285714286,0.962962962962963,0.794117647058823,0.666666666666667,0.833333333333333,0.619047619047619,0.517241379310345,0.354838709677419,0.205128205128205
"3",0.72,0.666666666666667,0.675675675675676,0.657142857142857,0.791666666666667,0.692307692307692,0.4,0.517241379310345,0.347826086956522,0.545454545454545
"4",0.689655172413793,0.733333333333333,0.818181818181818,0.714285714285714,0.714285714285714,0.586206896551724,0.75,0.355555555555556,0.451612903225806,0.0714285714285714
"5",0.736842105263158,0.961538461538462,0.935483870967742,0.857142857142857,0.763157894736842,0.757575757575758,0.32,0.575757575757576,0.368421052631579,0.56
"6",0.96,0.888888888888889,0.828571428571429,0.655172413793103,0.612903225806452,0.666666666666667,0.709677419354839,0.72,0.540540540540541,0.34375
"7",0.818181818181818,0.90625,0.567567567567568,0.866666666666667,0.8,0.758620689655172,0.5,0.6,0.348837209302326,0.166666666666667
"8",0.848484848484849,0.952380952380952,0.833333333333333,0.88,0.611111111111111,0.916666666666667,0.586206896551724,0.575757575757576,0.56,0.323529411764706
"9",1,0.68,0.9,0.529411764705882,0.65625,0.666666666666667,0.365853658536585,0.857142857142857,0.485714285714286,0.321428571428571
"10",0.7,0.67741935483871,0.694444444444444,0.838709677419355,0.696969696969697,0.578947368421053,0.384615384615385,0.645161290322581,0.636363636363636,0.25
"11",0.644444444444444,0.923076923076923,0.666666666666667,0.888888888888889,0.645161290322581,0.727272727272727,0.833333333333333,0.580645161290323,0.571428571428571,0.28125
"12",0.757575757575758,0.606060606060606,0.892857142857143,0.791666666666667,0.447368421052632,0.766666666666667,0.80952380952381,0.583333333333333,0.52,0.285714285714286
"13",0.961538461538462,0.857142857142857,0.689655172413793,0.851851851851852,0.777777777777778,0.620689655172414,0.625,0.428571428571429,0.466666666666667,0.423076923076923
"14",0.742857142857143,0.9,0.875,0.787878787878788,0.657894736842105,0.681818181818182,0.787878787878788,0.483870967741935,0.419354838709677,0.333333333333333
"15",0.71875,0.666666666666667,0.814814814814815,0.96551724137931,0.909090909090909,0.515151515151515,0.625,0.72,0.285714285714286,0.4
"16",0.870967741935484,0.641025641025641,0.928571428571429,0.92,0.904761904761905,0.333333333333333,0.625,0.542857142857143,0.333333333333333,0.272727272727273
"17",0.783783783783784,0.958333333333333,1,0.742857142857143,0.68,0.903225806451613,0.8,0.647058823529412,0.282051282051282,0.333333333333333
"18",0.8,0.92,0.911764705882353,0.791666666666667,0.888888888888889,0.866666666666667,0.8,0.791666666666667,0.428571428571429,0.225806451612903
"19",0.783783783783784,0.730769230769231,0.869565217391304,0.703703703703704,0.88,0.696969696969697,0.823529411764706,0.821428571428571,0.444444444444444,0.135135135135135
"20",0.875,0.697674418604651,0.84375,0.6875,0.612903225806452,0.638888888888889,0.617647058823529,0.68,0.261904761904762,0.354838709677419
"21",0.818181818181818,0.928571428571429,0.75,0.92,0.763157894736842,0.851851851851852,0.344827586206897,0.419354838709677,0.428571428571429,0.419354838709677
"22",0.892857142857143,0.769230769230769,0.785714285714286,1,0.91304347826087,0.722222222222222,0.486486486486487,0.342857142857143,0.266666666666667,0.333333333333333
"23",0.6,0.740740740740741,0.818181818181818,0.76,0.875,0.6,0.67741935483871,0.782608695652174,0.695652173913043,0.333333333333333
"24",0.857142857142857,0.761904761904762,0.8125,0.904761904761905,0.774193548387097,0.866666666666667,0.6,0.6,0.448275862068966,0.272727272727273
"25",0.866666666666667,0.795454545454545,0.757575757575758,0.65,0.794117647058823,0.846153846153846,0.708333333333333,0.714285714285714,0.292682926829268,0.243243243243243
"26",0.871794871794872,1,0.870967741935484,0.818181818181818,0.604651162790698,0.621621621621622,0.857142857142857,0.484848484848485,0.32258064516129,0.0645161290322581
"27",0.933333333333333,0.964285714285714,0.611111111111111,0.657894736842105,0.628571428571429,0.709677419354839,0.875,0.636363636363636,0.633333333333333,0.205882352941176
"28",0.757575757575758,0.766666666666667,0.75,0.696969696969697,0.730769230769231,0.791666666666667,0.529411764705882,0.333333333333333,0.314285714285714,0.40625
"29",0.805555555555556,0.941176470588235,0.666666666666667,0.962962962962963,0.714285714285714,0.705882352941177,0.7,0.8,0.411764705882353,0.193548387096774
"30",0.851851851851852,0.956521739130435,0.909090909090909,0.875,0.607142857142857,0.954545454545455,0.657142857142857,0.513513513513513,0.5,0.179487179487179
